7305	7207	9862	3889	148
8034	229	4089	7543	4504
1912	351	8382	7036	7637
9745	6895	5088	650	2116
8419	6204	6648	2813	9179
1742	9607	1729	8435	5146
9625	4837	4240	3087	5979
1417	3523	5569	6553	9791
569	3913	1021	4314	1387
2366	6182	9570	2814	9439
5278	2420	7775	6767	9927
2534	9877	4602	415	5405
5418	3575	2800	8809	461
6696	5384	5187	4488	8141
9406	1058	3535	4940	5387
439	2886	6836	7881	2493
7819	7820	6216	9119	6504
2935	141	1129	4203	2957
2613	3590	1115	6845	3442
5142	6857	5582	9627	7109
2119	200	342	4636	5081
2381	4151	5502	3166	874
7547	3296	9965	6937	6574
5862	8971	7920	5395	6768
8326	7652	8780	9408	8702
6761	2006	8178	4349	979
6760	509	5878	4707	8163
6336	6803	655	5865	5620
5900	7779	2265	5297	9198
2939	7316	7181	3949	556
8639	5271	7808	3707	6554
3627	3768	9239	6452	5945
6957	7353	6166	2094	7070
2991	4065	1705	9110	259
6715	5974	8663	6349	2954
6561	8456	3791	3391	362
3360	4752	8289	4898	7482
5133	4622	8622	3872	7688
6189	748	3883	7340	3575
518	8559	1451	4102	621
6240	698	7908	3990	3957
1831	3762	7731	3890	3914
214	8029	3269	4879	7802
6700	4497	6936	3698	5153
8079	1359	926	1936	1202
4562	5061	5344	5540	3111
6125	4382	9119	4752	3155
9072	3678	6217	2002	6465
3214	8331	2240	9490	7845
3721	1483	5490	3120	189
1417	7249	2297	1907	5399
445	5680	4894	1031	5273
3561	8189	7069	7496	5352
6642	9813	3033	4910	7140
5705	6466	3011	5165	4471
3347	9636	9587	3481	5246
6392	1693	5986	6128	9348
5126	3678	8276	9402	86
4919	5572	3996	1738	8610
1110	8567	7149	1966	1635
171	9263	4031	812	4785
6719	9239	4623	884	3216
3765	2577	9678	9746	1978
3878	4335	3869	8100	7965
2094	470	711	9234	4000
5828	4465	9219	9240	8966
2189	1868	1941	9948	3872
9542	4215	9322	8863	1522
5001	456	6067	9480	8062
3691	706	8768	4848	6845
3693	8652	7950	9372	8769
491	7191	9183	8158	2549
4352	1834	9859	8810	3061
4541	8553	7088	2050	2889
393	82	399	3324	4118
2614	7127	7776	9326	1235
9093	6406	3117	1295	982
5434	3291	2957	5315	30
6001	8232	6311	3163	2293
1732	6548	5356	9902	8619
2784	7625	542	208	855
5553	7829	3985	4090	9048
1043	8276	5434	763	2645
9894	6062	6296	2854	8342
7446	623	3322	7928	237
8742	666	19	7775	844
4012	2741	3228	6444	5632
2522	4115	7893	5617	6733
8979	829	2617	6698	3492
3970	6191	4776	6055	685
8825	6512	3231	2612	2627
7996	3491	1842	3269	2951
9973	4217	4555	3991	3235
980	3757	2525	2501	1021
2727	8550	2993	4690	9531
9275	5707	5912	8715	3703
7495	738	3746	5008	2307
2219	2461	4830	1632	6548
561	4115	4730	936	1074
8036	3489	2960	1717	2962
5155	7244	2570	6917	3972
9519	2353	163	9299	7005
