-3241726	3279006	4163532	4763521	-3889426
-2642102	-4718216	3630037	-1308810	3126515
4495619	4920393	-4257534	-2084165	-1133799
-4213400	-4588023	2024211	-2561188	-1515879
-768099	-965379	2493864	-1799821	-2225078
-974976	1151431	-2811436	-3765886	-1641434
592805	2597955	-3532878	-3895804	-4154940
3191564	-704840	3283630	-3062363	-2121118
3875988	2344682	3475943	4157337	2232855
-3028032	-3538360	1129324	4563467	4075039
-1633583	3414884	-2263817	4259525	3463091
-54160	2491203	-1050855	91850	-4843569
-205474	1964884	386167	-3943118	-3825537
-4504194	1308528	-1808711	3265477	1745502
-2878673	-3124197	194205	2618167	-1195421
4169087	-1795288	-2502314	-3105968	4953322
-909573	257555	-316969	2035720	-1780897
-458276	-3949990	-1777478	-801993	2052316
-1052701	-3231949	-1565795	-601108	1002853
-3801407	-560230	-1229744	-2850709	969873
2934011	2801534	-2625635	-1787823	-4331972
-4956591	4791112	-451204	-4859064	-3878038
-4219873	3409973	2598543	3405682	2540089
3709204	1889561	-1328013	-684307	-4611157
3707702	2011896	2203752	1477788	-4993880
2222449	553661	-3198959	-4722145	4862389
4413322	-841984	4160	-4394637	3003797
-3156313	1733276	-623592	2260607	2598568
-2328699	458313	-317057	-2100339	3693075
-1496211	1969713	2449225	-494956	2372434
-1483488	958690	2319678	-427522	-3940714
830448	4304553	861289	2068146	-3112651
-2655468	4396164	4721114	-703216	447547
-1213363	2430066	-2758336	1702617	-1780836
2064716	-3876987	-3119341	-2725658	4403180
-230329	4958459	-1040847	-3868423	-4175614
731554	-4714818	3359540	-3983982	204968
-3475159	-4970872	-637722	-4192828	1676451
-1572872	-3618132	3710203	-2071060	4667188
813740	4283358	489687	-1234146	-930761
-3771758	-740514	3614433	2241406	-4001717
1094677	-3565341	-2652230	2360432	4657286
2234151	3140578	-1747982	1683347	4516355
3595636	2437630	4536447	1029496	2575068
-4453043	-3589454	-4585531	-810949	385605
1312294	-4842395	1877974	-559642	-3886921
1116977	211302	-804590	4218661	-3691983
3715735	3450084	-3050773	-108600	3875383
870271	3635264	-2956550	3741145	-791163
3031179	3264876	-365862	-1271403	-4386916
1146956	-2130428	326180	3755450	1917466
-989801	-1990477	-4856645	3046388	-3446305
-4891940	809829	706175	-4847944	1385979
2657830	-1080752	-1284396	1831099	-4780849
-2099429	-1997979	1779667	-1919497	-3804910
-3902534	-2485408	2158186	-2434361	183205
4348351	-2633707	-2754346	132732	861052
1991814	-4983640	-775882	-388213	-3026139
1447965	4491055	304106	-2713719	-1667114
3577238	-4104962	-1343767	-4614850	3867915
1405337	-307201	2624387	-4213492	1506889
4033562	2995479	-2584952	-4890384	-3847901
-856149	-2860864	-1607859	-2665781	-805947
-688072	3544272	-3513451	1313019	3021147
2983341	-3096182	4119997	-4561564	2195989
1159976	1759322	-308077	4426665	-2631150
885672	-3001265	-575486	-3680359	1897406
-495704	3311305	-4055238	-2930080	1978625
4230392	-1222176	-4669692	-1563392	-3858737
3603026	1416919	2246724	-2295741	-2475586
4194146	48632	3087654	557883	-599116
1274745	861561	-744244	-3754214	-4688927
-3371479	309472	1345987	-2587915	-3907311
4281517	1480161	-2926229	259212	-1268333
1320195	4933883	4595692	4821854	-4421957
365128	1949868	58148	-2081825	821714
3236854	2644150	-1185550	3198414	-2884336
4675950	-2970166	-497897	-2924859	-4167097
-753311	778684	-1206366	-3198095	-2191873
-4736972	2987749	-562798	1445784	4748218
2989569	828130	-793374	2677179	835488
-1155373	346861	589327	-3097533	4559108
-2959711	2880597	4569180	215392	3317123
-1236885	69359	1455999	-4414047	-1160702
-1249911	2698404	-2364475	-3587680	-3676468
-3313242	-3014573	33130	367681	2692275
-1700016	-3374650	3186593	3907337	934290
533445	-1074058	4839532	2375392	-2643726
-2144612	2699851	-513797	-81543	4780342
1199710	3330622	1908951	871559	2619325
-3994413	2721230	4752014	-2841174	4621224
2610383	602758	3687391	-2072214	1553723
-347253	-1575966	559058	755127	2172477
902307	522473	-2867483	539705	3769367
-4322576	-1492248	-4686063	4865956	3805584
-3136988	835706	4402822	-3822734	-1193557
-1818533	2604114	288773	1820991	-3214821
-4842682	281323	134613	-2521702	4730471
-1553752	-1772359	3000762	-160951	-2398180
-3918358	3844890	3292442	3677610	136570
-3068575	663751	84686	-3019128	4984657
1504757	-2043683	2812773	4206031	-1504361
2097511	-2086925	3821152	-2832286	-2292888
2538359	-325274	-2413191	-997787	3218314
