840	6138	2831	4846	131
3283	1897	4965	7646	727
2436	4009	1986	7892	1051
1585	4679	2720	4597	2178
9061	6331	4451	39	3188
9335	7839	4784	6070	6494
6372	5961	174	5728	3336
7607	5125	7570	5300	2700
9944	3677	6324	8290	6750
7822	1657	9929	651	4457
4041	5020	9916	7624	2792
5735	6225	3343	7157	4553
2364	3444	7439	9242	499
1471	8737	910	6712	6611
3236	2218	483	1354	9123
8182	5019	1311	3714	6182
8417	7662	4546	7030	477
8665	2820	8593	3960	8596
7571	6256	1225	8640	3539
2973	6431	3635	9032	6364
1106	4393	7806	422	3297
1456	9104	1284	2520	6934
565	532	8920	3180	1798
4486	5396	7117	7720	4696
283	6887	8153	438	9806
3738	5754	4055	2587	872
213	5751	458	3285	5327
1849	480	8639	6888	7328
2846	9396	6352	110	1196
9781	275	8026	22	3828
6000	3806	4166	7182	1890
3170	2238	3528	1095	9098
2518	7821	4710	4526	8321
8513	3471	6443	6755	2337
6769	8111	2686	1351	6411
4938	5941	504	7460	8559
7308	5375	2952	54	5828
9334	4576	8695	7747	7020
3428	7518	3607	4872	632
1595	4893	2900	3759	6292
6850	1198	8497	5788	6230
528	2563	9175	3423	5670
1109	5530	8228	9813	2928
4584	104	2123	8438	300
934	1192	2348	4449	4208
6199	2268	6788	6185	1083
5804	6740	290	4599	3805
9579	3493	3851	1874	8866
9611	3583	6976	7028	338
1349	2848	1046	7565	6381
9886	9176	616	5660	1094
9182	1804	7142	9654	6255
6572	429	2417	128	2115
8160	3490	7335	3696	6734
3795	4234	4726	754	521
247	7804	7098	1628	7947
9462	8039	4113	5239	4038
7184	9919	4682	5305	6658
1799	2034	7855	308	9769
3564	2251	6029	4043	8988
1125	6711	1000	3788	7579
7701	1278	9735	743	4447
6809	3554	5347	149	1940
8775	4987	4995	7375	5860
9752	5397	9118	7508	2826
5098	3776	8471	4499	1044
3972	7329	7809	5654	3648
4352	5524	9676	4501	1955
5624	9897	3825	784	516
7508	331	8394	4012	1471
1035	6867	3558	2878	2809
1237	6601	3245	3678	1903
3400	3859	4969	4914	4681
2010	5966	2903	1897	3969
8905	1211	4733	5735	7045
9529	4665	2545	7372	8385
2527	1639	400	1498	9423
3748	8325	1447	52	6035
3424	2528	1588	4291	7698
638	9040	1712	9933	8930
5031	6493	2040	8842	5636
9779	5107	6077	1982	6752
8174	9924	7165	4481	2804
1335	7073	9430	2288	2338
5078	7081	4557	6439	3519
7975	5154	5576	5170	6375
3366	7321	5978	4253	3574
6025	6957	3566	8105	7749
1722	8569	9654	5553	7186
5221	9357	7752	1317	2269
4767	6380	5444	4487	1448
9019	9592	2476	2572	7004
9172	2967	2680	2645	637
9542	6547	4959	1451	4023
9896	3046	9092	4804	1795
6784	7328	5763	3723	5460
2260	1165	4174	1382	7351
6763	6945	6018	1616	8427
3083	1298	3418	170	4522
6628	1461	9754	9436	1304
6059	997	5346	9023	2167
7239	4824	9191	6887	4882
7323	6649	4318	4043	5611
2146	2313	8530	8066	6123
5935	8370	346	4978	9193
4820	2279	9792	7395	2246
9739	7825	7710	9377	1213
9304	6965	1377	800	5859
4018	3997	5458	6088	2025
4156	7307	8966	9134	2556
6103	8987	5996	6177	861
8541	9672	7837	1829	532
8977	8031	4213	8828	314
3904	6013	9542	4320	7775
8966	1156	3300	4685	9409
6847	419	1668	5860	6990
1353	4215	5633	4914	8063
9288	5326	5542	1605	5258
4366	2037	8572	4284	1033
1214	2133	1760	931	9756
7315	3843	3670	7877	4831
4869	6683	9671	682	6020
212	620	6001	8322	6000
8586	5577	2506	8625	9709
2644	8396	9461	1650	629
8031	8767	443	8285	9417
3595	8670	9570	5901	3170
8993	790	9774	7009	230
5623	9135	240	8248	1784
2705	9767	6367	1581	9244
4183	6163	266	7696	1650
3440	567	5587	7533	839
7406	5521	9043	9432	8627
9055	8688	2250	8597	7639
1780	2484	8907	1150	4973
844	1002	8549	2674	3613
5700	1916	8886	2950	1127
7569	817	1245	1250	8971
6525	4195	9301	6400	1026
8646	3719	5915	669	342
1376	9848	4113	3272	7290
3291	1711	8058	3588	7170
4716	2375	7057	4412	7745
2877	1690	4948	2380	3048
3384	9656	5915	1339	7812
9546	1645	5872	814	4823
7905	7715	8697	7794	860
142	9626	283	3420	7086
148	8099	5977	6824	5654
7785	2377	8793	6972	9236
6937	6858	8981	610	5866
4173	6925	7544	9691	2039
5312	8976	2499	831	5597
6073	3721	8296	1694	1367
414	442	8234	6226	9151
9111	2376	311	2541	8851
1248	9639	9211	6366	5049
3996	2744	8371	2633	3201
3806	8133	3412	1918	2316
6911	1972	69	8678	4911
6658	1098	4802	2295	24
5473	8927	7993	9573	188
5460	9875	8289	344	2152
6592	6186	7244	1723	1797
4264	6062	9149	625	9383
4367	1684	6605	4717	2557
7007	2588	5911	8610	6954
1816	3420	6192	9030	2734
2904	7597	7590	2965	8278
2106	7223	1653	9468	7561
2137	8276	630	7484	7709
5771	5217	3260	3042	102
8016	8660	3843	1259	3499
7633	605	2138	7850	2382
9928	1890	8919	9440	5825
2399	9509	7475	9794	6105
5617	6598	6618	6706	8231
7736	8810	185	9665	483
9718	7875	6312	3342	1705
1617	6558	380	4496	401
7235	3045	292	5498	1321
5869	1880	5191	4736	3071
1229	9728	6458	5781	4871
9675	8069	5021	8033	9215
8607	4753	6712	7962	192
2945	8254	8739	4876	1990
9920	7159	8651	6639	2681
9071	9482	2531	7977	8746
6857	6558	3127	2010	7280
4491	8084	2060	7868	2158
3256	1762	1401	8559	795
1499	4426	6179	2540	984
3951	9806	9775	3208	1290
4198	7761	9218	5301	2218
1360	4452	3006	8800	2696
8503	3018	3184	1214	5873
498	7211	6824	4634	5052
4640	6189	8474	9412	9427
9693	4843	8718	2701	4705
1809	7227	635	861	6277
